@relation winequality-white-3-9_vs_5
@attribute FixedAcidity real [3.8, 14.2]
@attribute VolatileAcidity real [0.08, 1.1]
@attribute CitricAcid real [0.0, 1.66]
@attribute ResidualSugar real [0.6, 65.8]
@attribute Chlorides real [0.009, 0.346]
@attribute FreeSulfurDioxide real [2.0, 289.0]
@attribute TotalSulfurDioxide real [9.0, 440.0]
@attribute Density real [0.98711, 1.03898]
@attribute PH real [2.72, 3.82]
@attribute Sulphates real [0.22, 1.08]
@attribute Alcohol real [8.0, 14.2]
@attribute Class {positive, negative}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Class
@data
6.4, 0.32, 0.26, 7.9, 0.05, 53.0, 180.0, 0.99514, 3.14, 0.5, 9.6, negative
6.0, 0.555, 0.26, 4.5, 0.053, 17.0, 126.0, 0.9943, 3.24, 0.46, 9.1, negative
5.9, 0.22, 0.45, 22.6, 0.12, 55.0, 122.0, 0.99636, 3.1, 0.35, 12.8, negative
6.4, 0.32, 0.26, 7.9, 0.05, 53.0, 180.0, 0.99514, 3.14, 0.5, 9.6, negative
6.8, 0.2, 0.25, 6.2, 0.052, 22.0, 106.0, 0.9935, 3.09, 0.54, 10.8, negative
6.5, 0.32, 0.23, 8.5, 0.051, 20.0, 138.0, 0.9943, 3.03, 0.42, 10.7, negative
6.4, 0.28, 0.23, 6.0, 0.051, 50.0, 162.0, 0.994, 3.15, 0.52, 10.2, negative
6.1, 0.4, 0.18, 9.0, 0.051, 28.5, 259.0, 0.9964, 3.19, 0.5, 8.8, negative
5.8, 0.31, 0.31, 7.5, 0.052, 55.0, 230.0, 0.9949, 3.19, 0.46, 9.8, negative
6.3, 0.36, 0.2, 2.0, 0.048, 48.0, 191.0, 0.9929, 3.17, 0.51, 9.6, negative
6.7, 0.18, 0.25, 14.3, 0.048, 79.0, 149.0, 0.9975, 3.12, 0.37, 9.7, negative
8.3, 0.14, 0.36, 8.8, 0.026, 13.0, 60.0, 0.9956, 3.13, 0.35, 11.05, negative
6.9, 0.28, 0.37, 9.1, 0.037, 16.0, 76.0, 0.9948, 3.05, 0.54, 11.1, negative
6.9, 0.28, 0.37, 9.1, 0.037, 16.0, 76.0, 0.9948, 3.05, 0.54, 11.1, negative
8.6, 0.36, 0.26, 11.1, 0.03, 43.5, 171.0, 0.9948, 3.03, 0.49, 12.0, negative
5.8, 0.28, 0.66, 9.1, 0.039, 26.0, 159.0, 0.9965, 3.66, 0.55, 10.8, negative
5.9, 0.3, 0.29, 1.1, 0.036, 23.0, 56.0, 0.9904, 3.19, 0.38, 11.3, negative
5.9, 0.42, 0.36, 2.4, 0.034, 19.0, 77.0, 0.99184, 3.25, 0.48, 10.9, negative
5.8, 0.27, 0.2, 7.3, 0.04, 42.0, 145.0, 0.99442, 3.15, 0.48, 9.8, negative
7.3, 0.28, 0.37, 1.2, 0.039, 26.0, 99.0, 0.99198, 3.01, 0.62, 10.8, negative
6.5, 0.51, 0.25, 1.7, 0.048, 39.0, 177.0, 0.99212, 3.28, 0.57, 10.6, negative
6.7, 0.61, 0.21, 1.65, 0.117, 40.0, 240.0, 0.9938, 3.11, 0.57, 9.3, negative
5.6, 0.695, 0.06, 6.8, 0.042, 9.0, 84.0, 0.99432, 3.44, 0.44, 10.2, negative
6.1, 0.38, 0.47, 1.4, 0.051, 59.0, 210.0, 0.99309, 3.24, 0.5, 9.6, negative
6.4, 0.31, 0.53, 8.8, 0.057, 36.0, 221.0, 0.99642, 3.17, 0.44, 9.1, negative
7.2, 0.26, 0.32, 10.4, 0.062, 23.0, 114.0, 0.9966, 3.23, 0.49, 10.5, negative
6.8, 0.3, 0.33, 12.8, 0.041, 60.0, 168.0, 0.99659, 3.1, 0.56, 9.8, negative
6.6, 0.27, 0.32, 1.3, 0.044, 18.0, 93.0, 0.99044, 3.11, 0.56, 12.25, negative
6.0, 0.32, 0.46, 1.5, 0.05, 56.0, 189.0, 0.99308, 3.24, 0.49, 9.6, negative
6.0, 0.14, 0.37, 1.2, 0.032, 63.0, 148.0, 0.99185, 3.32, 0.44, 11.2, negative
5.0, 0.24, 0.19, 5.0, 0.043, 17.0, 101.0, 0.99438, 3.67, 0.57, 10.0, negative
6.0, 0.14, 0.37, 1.2, 0.032, 63.0, 148.0, 0.99185, 3.32, 0.44, 11.2, negative
6.4, 0.28, 0.45, 8.6, 0.057, 47.0, 223.0, 0.99654, 3.16, 0.51, 9.1, negative
6.4, 0.31, 0.31, 12.9, 0.045, 55.0, 161.0, 0.99546, 3.02, 0.59, 10.2, negative
6.4, 0.31, 0.31, 12.9, 0.045, 55.0, 161.0, 0.99546, 3.02, 0.59, 10.2, negative
5.8, 0.36, 0.5, 1.0, 0.127, 63.0, 178.0, 0.99212, 3.1, 0.45, 9.7, negative
6.4, 0.23, 0.35, 10.3, 0.042, 54.0, 140.0, 0.9967, 3.23, 0.47, 9.2, negative
5.9, 0.32, 0.26, 1.5, 0.057, 17.0, 141.0, 0.9917, 3.24, 0.36, 10.7, negative
5.6, 0.34, 0.25, 2.5, 0.046, 47.0, 182.0, 0.99093, 3.21, 0.4, 11.3, negative
6.4, 0.33, 0.44, 8.9, 0.055, 52.0, 164.0, 0.99488, 3.1, 0.48, 9.6, negative
6.0, 0.41, 0.23, 1.1, 0.066, 22.0, 148.0, 0.99266, 3.3, 0.47, 9.63333333333333, negative
6.8, 0.22, 0.36, 1.2, 0.052, 38.0, 127.0, 0.9933, 3.04, 0.54, 9.2, negative
6.5, 0.23, 0.38, 1.3, 0.032, 29.0, 112.0, 0.99298, 3.29, 0.54, 9.7, negative
6.6, 0.32, 0.36, 8.0, 0.047, 57.0, 168.0, 0.9949, 3.15, 0.46, 9.6, negative
